date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:49:10	18454/18454	---MCZ	200	added ('OK')	text/css	etag:W/%224816-00NTceTFOXSCfuleSHYg+tVGAkA%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	D:/Banh/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.css	(from https://banhmivietnam.xyz/)
09:49:11	154597/154597	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225be5-n7vuhWVYfwo6iXqEBF16IW76OmQ%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	D:/Banh/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://banhmivietnam.xyz/)
09:49:12	13485/13485	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2008%20Apr%202026%2001:25:17%20GMT	https://unpkg.com/lenis@1.1.13/dist/lenis.min.js	D:/Banh/unpkg.com/lenis@1.1.13/dist/lenis.min.js	(from https://banhmivietnam.xyz/)
09:49:12	78131/78131	---MCZ	200	added ('OK')	text/css	etag:W/%2213133-n+q1flyUhQcTQlCvNONC51P8Ap0%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css	(from https://banhmivietnam.xyz/)
09:49:13	85821/85821	---MCZ	200	added ('OK')	text/css	etag:W/%2214f3d-r7RKcT9NxSbiv/2gU12nv8/LRKk%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css	(from https://banhmivietnam.xyz/)
09:49:13	24490/24490	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254142a4c5a0d3a5028f32ce354232e4b%22	https://banhmivietnam.xyz/script.js	D:/Banh/banhmivietnam.xyz/script.js	(from https://banhmivietnam.xyz/)
09:49:14	403847/403847	---M--	200	added ('OK')	image/png	etag:%22ae45aa68eb725957b3ef7327cfb20c91%22	https://banhmivietnam.xyz/img/Evolution%201.png	D:/Banh/banhmivietnam.xyz/img/Evolution%201.png	(from https://banhmivietnam.xyz/)
09:49:14	211773/211773	---M--	200	added ('OK')	image/png	etag:%224b0d553e91134a0641619072f0078946%22	https://banhmivietnam.xyz/img/Evolution%202.png	D:/Banh/banhmivietnam.xyz/img/Evolution%202.png	(from https://banhmivietnam.xyz/)
09:49:15	247690/247690	---M--	200	added ('OK')	image/png	etag:%22904a64b6e3be60e6dd897d4897e60bca%22	https://banhmivietnam.xyz/img/Evolution%203.png	D:/Banh/banhmivietnam.xyz/img/Evolution%203.png	(from https://banhmivietnam.xyz/)
09:49:16	311285/311285	---M--	200	added ('OK')	image/png	etag:%2282ce46545af077019bc93eef5453db1a%22	https://banhmivietnam.xyz/img/Evolution%204.png	D:/Banh/banhmivietnam.xyz/img/Evolution%204.png	(from https://banhmivietnam.xyz/)
09:49:17	202326/202326	---M--	200	added ('OK')	image/png	etag:%2230e1dada558c7453951260d434900be6%22	https://banhmivietnam.xyz/img/Evolution%205.png	D:/Banh/banhmivietnam.xyz/img/Evolution%205.png	(from https://banhmivietnam.xyz/)
09:49:17	286475/286475	---M--	200	added ('OK')	image/png	etag:%2288b0ad42efdb3ea3f07398c81b2a8a20%22	https://banhmivietnam.xyz/img/Evolution%206.png	D:/Banh/banhmivietnam.xyz/img/Evolution%206.png	(from https://banhmivietnam.xyz/)
09:49:18	4087/4087	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22bf2645ec3d799e0bfdd42d81c9d7c977%22	https://banhmivietnam.xyz/img/1859.svg	D:/Banh/banhmivietnam.xyz/img/1859.svg	(from https://banhmivietnam.xyz/)
09:49:19	480071/480071	---M--	200	added ('OK')	image/png	etag:%22e87a231f3962eb5666004a4156b2eef7%22	https://banhmivietnam.xyz/img/Banh%20mi%201859.png	D:/Banh/banhmivietnam.xyz/img/Banh%20mi%201859.png	(from https://banhmivietnam.xyz/)
09:49:19	4073/4073	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b5fd6e339b91e0525f7d93c311e88d58%22	https://banhmivietnam.xyz/img/1958.svg	D:/Banh/banhmivietnam.xyz/img/1958.svg	(from https://banhmivietnam.xyz/)
09:49:20	397510/397510	---M--	200	added ('OK')	image/png	etag:%22e6a7738fede8a2d2b730dfa3cc09e42b%22	https://banhmivietnam.xyz/img/Banh%20mi%201958.png	D:/Banh/banhmivietnam.xyz/img/Banh%20mi%201958.png	(from https://banhmivietnam.xyz/)
09:49:20	1994/1994	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e64c3190f4baa43d315d4a525d0a4b55%22	https://banhmivietnam.xyz/img/2011.svg	D:/Banh/banhmivietnam.xyz/img/2011.svg	(from https://banhmivietnam.xyz/)
09:49:22	331650/331650	---M--	200	added ('OK')	image/png	etag:%22af4a73284d99c516c650adc35d010312%22	https://banhmivietnam.xyz/img/Banh%20mi%202011.png	D:/Banh/banhmivietnam.xyz/img/Banh%20mi%202011.png	(from https://banhmivietnam.xyz/)
09:49:23	196815/196815	---M--	200	added ('OK')	image/png	etag:%228f77a649ab6d6165e3d4c50e0af97543%22	https://banhmivietnam.xyz/img/Preanatomy%20banh%20mi.png	D:/Banh/banhmivietnam.xyz/img/Preanatomy%20banh%20mi.png	(from https://banhmivietnam.xyz/)
09:49:23	66098/66098	---M--	200	added ('OK')	image/png	etag:%224f38988cbab72601516c1701190cab81%22	https://banhmivietnam.xyz/img/Carrot.png	D:/Banh/banhmivietnam.xyz/img/Carrot.png	(from https://banhmivietnam.xyz/)
09:49:23	75205/75205	---M--	200	added ('OK')	image/png	etag:%22a8f19f1799acdd270d6c4f3146f1a4d7%22	https://banhmivietnam.xyz/img/Cucumber.png	D:/Banh/banhmivietnam.xyz/img/Cucumber.png	(from https://banhmivietnam.xyz/)
09:49:24	434/434	---M--	200	added ('OK')	image/svg+xml	etag:%2234baf22974918f77740a8f48934c97b3%22	https://banhmivietnam.xyz/img/Star%20red%2010.svg	D:/Banh/banhmivietnam.xyz/img/Star%20red%2010.svg	(from https://banhmivietnam.xyz/)
09:49:25	185393/185393	---M--	200	added ('OK')	image/png	etag:%228ced3de135b7d34a4af1c2514a2298fe%22	https://banhmivietnam.xyz/img/Anatomy%20banh%20mi.png	D:/Banh/banhmivietnam.xyz/img/Anatomy%20banh%20mi.png	(from https://banhmivietnam.xyz/)
09:49:26	67826/67826	---M--	200	added ('OK')	image/png	etag:%22138bd8b804b0a8c7930c89d854cc8b19%22	https://banhmivietnam.xyz/img/Coriander.png	D:/Banh/banhmivietnam.xyz/img/Coriander.png	(from https://banhmivietnam.xyz/)
09:49:26	46947/46947	---M--	200	added ('OK')	image/png	etag:%229f00d205d92edf56fee08799e0b599cd%22	https://banhmivietnam.xyz/img/Chilli.png	D:/Banh/banhmivietnam.xyz/img/Chilli.png	(from https://banhmivietnam.xyz/)
09:49:27	56511/56511	---M--	200	added ('OK')	image/png	etag:%22fee3fb4a386e1daaf74f01a2352ceb89%22	https://banhmivietnam.xyz/img/Topping%201.png	D:/Banh/banhmivietnam.xyz/img/Topping%201.png	(from https://banhmivietnam.xyz/)
09:49:28	50150/50150	---M--	200	added ('OK')	image/png	etag:%222b23fdb2def416d77d706dd4d8134f57%22	https://banhmivietnam.xyz/img/Topping%202.png	D:/Banh/banhmivietnam.xyz/img/Topping%202.png	(from https://banhmivietnam.xyz/)
09:49:28	53390/53390	---M--	200	added ('OK')	image/png	etag:%2284342f19569e10748c46ba3abbe1fe88%22	https://banhmivietnam.xyz/img/Topping%203.png	D:/Banh/banhmivietnam.xyz/img/Topping%203.png	(from https://banhmivietnam.xyz/)
09:49:29	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%2215326cd46fb4e89c435c658c3397d560%22	https://banhmivietnam.xyz/img/Half%20circle%20top.svg	D:/Banh/banhmivietnam.xyz/img/Half%20circle%20top.svg	(from https://banhmivietnam.xyz/)
09:49:30	209889/209889	---M--	200	added ('OK')	image/png	etag:%221094d8f4b3ce5d3e1e8cd03a99840d6b%22	https://banhmivietnam.xyz/img/Fillings%201.png	D:/Banh/banhmivietnam.xyz/img/Fillings%201.png	(from https://banhmivietnam.xyz/)
09:49:31	209293/209293	---M--	200	added ('OK')	image/png	etag:%2295cff1399d05c9cc83e23692dadf53e1%22	https://banhmivietnam.xyz/img/Fillings%202.png	D:/Banh/banhmivietnam.xyz/img/Fillings%202.png	(from https://banhmivietnam.xyz/)
09:49:31	241227/241227	---M--	200	added ('OK')	image/png	etag:%22b4b24be35e69f2b93d800668e8237126%22	https://banhmivietnam.xyz/img/Fillings%203.png	D:/Banh/banhmivietnam.xyz/img/Fillings%203.png	(from https://banhmivietnam.xyz/)
09:49:32	232390/232390	---M--	200	added ('OK')	image/png	etag:%22ed477c8b59682eb0aa18d2022060a8fb%22	https://banhmivietnam.xyz/img/Fillings%204.png	D:/Banh/banhmivietnam.xyz/img/Fillings%204.png	(from https://banhmivietnam.xyz/)
09:49:33	229575/229575	---M--	200	added ('OK')	image/png	etag:%225f0ac90f440906eb573608059656f618%22	https://banhmivietnam.xyz/img/Fillings%205.png	D:/Banh/banhmivietnam.xyz/img/Fillings%205.png	(from https://banhmivietnam.xyz/)
09:49:34	257699/257699	---M--	200	added ('OK')	image/png	etag:%22ed8242ca230ee7b12325f4c21cf78fe8%22	https://banhmivietnam.xyz/img/Fillings%206.png	D:/Banh/banhmivietnam.xyz/img/Fillings%206.png	(from https://banhmivietnam.xyz/)
09:49:35	274938/274938	---M--	200	added ('OK')	image/png	etag:%22af3288b1755b15f2590404c826b00ab8%22	https://banhmivietnam.xyz/img/Fillings%207.png	D:/Banh/banhmivietnam.xyz/img/Fillings%207.png	(from https://banhmivietnam.xyz/)
09:49:35	248778/248778	---M--	200	added ('OK')	image/png	etag:%22112fb60ab2588cc9f93454c2c418e067%22	https://banhmivietnam.xyz/img/Fillings%208.png	D:/Banh/banhmivietnam.xyz/img/Fillings%208.png	(from https://banhmivietnam.xyz/)
09:49:36	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%2296eba2f41cbfdd5652d3c9b5623177cf%22	https://banhmivietnam.xyz/img/Half%20circle%20bottom.svg	D:/Banh/banhmivietnam.xyz/img/Half%20circle%20bottom.svg	(from https://banhmivietnam.xyz/)
09:49:36	292104/292104	---M--	200	added ('OK')	image/png	etag:%22460463be87aca39680e421d912337ca1%22	https://banhmivietnam.xyz/img/Street%20image%201.png	D:/Banh/banhmivietnam.xyz/img/Street%20image%201.png	(from https://banhmivietnam.xyz/)
09:49:37	93761/93761	---M--	200	added ('OK')	image/png	etag:%22f52690830d7e292cbec942414a3e91ff%22	https://banhmivietnam.xyz/img/Popular%20dish.png	D:/Banh/banhmivietnam.xyz/img/Popular%20dish.png	(from https://banhmivietnam.xyz/)
09:49:37	58181/58181	---M--	200	added ('OK')	image/png	etag:%224d627c93fbc38406b17eb3c0167b9a5e%22	https://banhmivietnam.xyz/img/Delicious%20flavor.png	D:/Banh/banhmivietnam.xyz/img/Delicious%20flavor.png	(from https://banhmivietnam.xyz/)
09:49:38	243297/243297	---M--	200	added ('OK')	image/png	etag:%2209720582cc11f306eb6f7207ac703967%22	https://banhmivietnam.xyz/img/Street%20image%202.png	D:/Banh/banhmivietnam.xyz/img/Street%20image%202.png	(from https://banhmivietnam.xyz/)
09:49:39	187001/187001	---M--	200	added ('OK')	image/png	etag:%227d9a0c612ed5b40de922f84bc63991df%22	https://banhmivietnam.xyz/img/Footer%20banh%20mi%20top.png	D:/Banh/banhmivietnam.xyz/img/Footer%20banh%20mi%20top.png	(from https://banhmivietnam.xyz/)
09:49:39	8730/8730	---M--	200	added ('OK')	image/png	etag:%2285dc91a3dd7ada12b6a9e5746043015b%22	https://banhmivietnam.xyz/img/Footer%20banh%20mi.png	D:/Banh/banhmivietnam.xyz/img/Footer%20banh%20mi.png	(from https://banhmivietnam.xyz/)
09:49:40	8146/8146	---M--	200	added ('OK')	image/png	etag:%220ae93a3d0ff5abe8f53611b4ba8ddeb9%22	https://banhmivietnam.xyz/img/Footer%20vietnam.png	D:/Banh/banhmivietnam.xyz/img/Footer%20vietnam.png	(from https://banhmivietnam.xyz/)
09:49:41	108927/108927	---M--	200	added ('OK')	image/png	etag:%22b7646379a084733d074d4d74a65f14c7%22	https://banhmivietnam.xyz/img/Footer%20paper%20center.png	D:/Banh/banhmivietnam.xyz/img/Footer%20paper%20center.png	(from https://banhmivietnam.xyz/)
09:49:42	231883/231883	---M--	200	added ('OK')	image/png	etag:%229e3d84600aa7d1ade5a3b74c9125feeb%22	https://banhmivietnam.xyz/img/Footer%20banh%20mi%20bottom.png	D:/Banh/banhmivietnam.xyz/img/Footer%20banh%20mi%20bottom.png	(from https://banhmivietnam.xyz/)
09:49:42	1061/1061	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22f21390f923290cf9f1a84c571de8a6a2%22	https://banhmivietnam.xyz/img/Main	D:/Banh/banhmivietnam.xyz/img/Main.37.delayed	(from https://banhmivietnam.xyz/style.css)
09:49:43	1061/1061	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22f21390f923290cf9f1a84c571de8a6a2%22	https://banhmivietnam.xyz/img/Footer	D:/Banh/banhmivietnam.xyz/img/Footer.38.delayed	(from https://banhmivietnam.xyz/style.css)
09:49:44	147380/147380	---M--	200	added ('OK')	font/woff2	etag:W/%2223fb4-DYFfFANzl8y/1I/l3775btbmYgU%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff2	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:49:45	488716/488716	---M--	200	added ('OK')	font/woff	etag:W/%227750c-Ca8Prk0UmNKVgVcXqMI1ngfnaYY%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.woff	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:49:45	488636/488636	---MCZ	200	added ('OK')	font/ttf	etag:W/%22774bc-GlNGkqYKgH+Ho+zEl7o8FOx8y0o%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.ttf	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.ttf	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:49:46	131744/131744	---M--	200	added ('OK')	font/woff2	etag:W/%22202a0-CjWpf0Iie30WWjCdeWH998mDIfI%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff2	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff2	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:49:46	2996371/2996371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222db893-fdwcN//S+NeYW9Iz2sQQnsetu5g%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.svg	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/Phosphor.svg	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css)
09:49:47	449332/449332	---M--	200	added ('OK')	font/woff	etag:W/%226db34-ExvtPhf8+zAa8m8X53v+Xstqqw8%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.woff	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:49:47	449252/449252	---MCZ	200	added ('OK')	font/ttf	etag:W/%226dae4-MgQzLV9CiG6YAzKYOL0zIU9f+Uw%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.ttf	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.ttf	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:49:48	2766903/2766903	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222a3837-fa8evcJP2KMrWf7Ev4JWKq3BoHE%22	https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.svg	D:/Banh/cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/Phosphor-Fill.svg	(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/fill/style.css)
09:49:49	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://cdn.jsdelivr.net/npm/@phosphor-icons/web@2.1.1/src/regular/style.css)
